// NBA 2K27 career-mode progression tuning - named key/value export.
//
// Dataset : nba2k27-builder-dataset
// Game    : NBA 2K27 (NBA 2K HQ, com.VisualConcepts.MyNBASherpa)
// Tuning  : live_version 993560759169487438, api_version 202750199
// Captured: 2026-08-22
//
// This is the ONLY artifact in the dataset that names the builder's tuning
// values. The binary blob the app ships (tuning/progression_tuning.zlib) is
// keyless - it addresses values by offset and contains no field names at all.
//
// Format: one `key,value` pair per line. `//` marks a comment. The leading
// DataPath line is the export header, not data.
//
// Key families that drive the builder are documented in the dataset README.
// Everything below this banner is the export exactly as shipped.
//
DataPath|FranchiseTuning_PostRelease.CareerMode.Progression.Attributes.,NewValue
AssociatedAttributeConstraints[Block][HEIGHT_08][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_08][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_08][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_08][3].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_09][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_09][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_09][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_09][1].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_09][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_09][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_09][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_09][3].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_10][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_10][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_10][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_10][1].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_10][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_10][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_10][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_10][3].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_11][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_11][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_11][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_11][1].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_11][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_11][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_11][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_11][3].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_12][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_12][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_12][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_12][1].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_12][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_12][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_12][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_12][3].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_13][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_13][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_13][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_13][1].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_13][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_13][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_13][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_13][3].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_14][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_14][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_14][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_14][1].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_14][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_14][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_14][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_14][3].MaxDelta,35
AssociatedAttributeConstraints[Block][HEIGHT_15][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_15][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_15][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_15][1].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_15][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_15][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_15][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_15][3].MaxDelta,35
AssociatedAttributeConstraints[Block][HEIGHT_16][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_16][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_16][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_16][1].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_16][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_16][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_16][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_16][3].MaxDelta,45
AssociatedAttributeConstraints[Block][HEIGHT_17][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_17][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_17][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_17][1].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_17][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_17][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_17][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_17][3].MaxDelta,45
AssociatedAttributeConstraints[Block][HEIGHT_18][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_18][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_18][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_18][1].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_18][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_18][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_18][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_18][3].MaxDelta,45
AssociatedAttributeConstraints[Block][HEIGHT_19][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_19][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_19][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_19][1].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_19][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_19][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_19][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_19][3].MaxDelta,55
AssociatedAttributeConstraints[Block][HEIGHT_20][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_20][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_20][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_20][1].MaxDelta,20
AssociatedAttributeConstraints[Block][HEIGHT_20][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_20][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_20][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_20][3].MaxDelta,55
AssociatedAttributeConstraints[Block][HEIGHT_21][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_21][0].MaxDelta,30
AssociatedAttributeConstraints[Block][HEIGHT_21][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_21][1].MaxDelta,15
AssociatedAttributeConstraints[Block][HEIGHT_21][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_21][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_21][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_21][3].MaxDelta,55
AssociatedAttributeConstraints[Block][HEIGHT_22][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_22][0].MaxDelta,35
AssociatedAttributeConstraints[Block][HEIGHT_22][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_22][1].MaxDelta,15
AssociatedAttributeConstraints[Block][HEIGHT_22][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_22][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_22][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_22][3].MaxDelta,55
AssociatedAttributeConstraints[Block][HEIGHT_23][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_23][0].MaxDelta,40
AssociatedAttributeConstraints[Block][HEIGHT_23][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_23][1].MaxDelta,15
AssociatedAttributeConstraints[Block][HEIGHT_23][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_23][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_23][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_23][3].MaxDelta,55
AssociatedAttributeConstraints[Block][HEIGHT_24][0].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[Block][HEIGHT_24][0].MaxDelta,40
AssociatedAttributeConstraints[Block][HEIGHT_24][1].AssociatedAttribute,InteriorDefense
AssociatedAttributeConstraints[Block][HEIGHT_24][1].MaxDelta,15
AssociatedAttributeConstraints[Block][HEIGHT_24][2].AssociatedAttribute,ReboundDefense
AssociatedAttributeConstraints[Block][HEIGHT_24][2].MaxDelta,25
AssociatedAttributeConstraints[Block][HEIGHT_24][3].AssociatedAttribute,Steal
AssociatedAttributeConstraints[Block][HEIGHT_24][3].MaxDelta,55
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_05][0].AssociatedAttribute,DrivingLayup
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_05][0].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_05][1].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_05][1].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_05][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_05][2].MaxDelta,15
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_05][3].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_05][3].MaxDelta,5
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_05][4].AssociatedAttribute,Strength
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_05][4].MaxDelta,50
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_06][0].AssociatedAttribute,DrivingLayup
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_06][0].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_06][1].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_06][1].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_06][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_06][2].MaxDelta,15
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_06][3].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_06][3].MaxDelta,5
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_06][4].AssociatedAttribute,Strength
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_06][4].MaxDelta,50
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_07][0].AssociatedAttribute,DrivingLayup
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_07][0].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_07][1].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_07][1].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_07][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_07][2].MaxDelta,15
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_07][3].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_07][3].MaxDelta,5
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_07][4].AssociatedAttribute,Strength
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_07][4].MaxDelta,50
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_08][0].AssociatedAttribute,DrivingLayup
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_08][0].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_08][1].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_08][1].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_08][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_08][2].MaxDelta,15
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_08][3].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_08][3].MaxDelta,5
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_08][4].AssociatedAttribute,Strength
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_08][4].MaxDelta,50
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_09][0].AssociatedAttribute,DrivingLayup
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_09][0].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_09][1].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_09][1].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_09][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_09][2].MaxDelta,15
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_09][3].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_09][3].MaxDelta,5
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_09][4].AssociatedAttribute,StandingDunk
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_09][4].MaxDelta,60
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_09][5].AssociatedAttribute,Strength
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_09][5].MaxDelta,50
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_10][0].AssociatedAttribute,DrivingLayup
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_10][0].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_10][1].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_10][1].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_10][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_10][2].MaxDelta,15
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_10][3].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_10][3].MaxDelta,5
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_10][4].AssociatedAttribute,StandingDunk
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_10][4].MaxDelta,55
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_10][5].AssociatedAttribute,Strength
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_10][5].MaxDelta,50
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_11][0].AssociatedAttribute,DrivingLayup
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_11][0].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_11][1].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_11][1].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_11][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_11][2].MaxDelta,15
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_11][3].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_11][3].MaxDelta,10
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_11][4].AssociatedAttribute,StandingDunk
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_11][4].MaxDelta,55
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_11][5].AssociatedAttribute,Strength
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_11][5].MaxDelta,50
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_12][0].AssociatedAttribute,DrivingLayup
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_12][0].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_12][1].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_12][1].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_12][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_12][2].MaxDelta,15
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_12][3].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_12][3].MaxDelta,10
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_12][4].AssociatedAttribute,StandingDunk
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_12][4].MaxDelta,55
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_12][5].AssociatedAttribute,Strength
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_12][5].MaxDelta,45
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_13][0].AssociatedAttribute,DrivingLayup
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_13][0].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_13][1].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_13][1].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_13][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_13][2].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_13][3].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_13][3].MaxDelta,15
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_13][4].AssociatedAttribute,StandingDunk
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_13][4].MaxDelta,55
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_13][5].AssociatedAttribute,Strength
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_13][5].MaxDelta,45
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_14][0].AssociatedAttribute,DrivingLayup
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_14][0].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_14][1].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_14][1].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_14][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_14][2].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_14][3].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_14][3].MaxDelta,25
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_14][4].AssociatedAttribute,StandingDunk
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_14][4].MaxDelta,50
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_14][5].AssociatedAttribute,Strength
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_14][5].MaxDelta,45
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_15][0].AssociatedAttribute,DrivingLayup
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_15][0].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_15][1].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_15][1].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_15][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_15][2].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_15][3].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_15][3].MaxDelta,25
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_15][4].AssociatedAttribute,StandingDunk
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_15][4].MaxDelta,50
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_15][5].AssociatedAttribute,Strength
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_15][5].MaxDelta,45
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_16][0].AssociatedAttribute,DrivingLayup
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_16][0].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_16][1].AssociatedAttribute,Vertical
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_16][1].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_16][2].AssociatedAttribute,ShotClose
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_16][2].MaxDelta,20
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_16][3].AssociatedAttribute,BallControl
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_16][3].MaxDelta,35
AssociatedAttributeConstraints[DrivingDunk][HEIGHT_16][4].AssociatedAttribute,StandingDunk
